CO,NO2,O3,PM10,PM2.5,SO2,label
0.56,26.0,24.0,17.0,7.0,2.1,0
0.62,29.0,21.0,18.0,8.0,1.8,0
0.54,32.0,17.0,20.0,12.0,1.8,0
0.41,27.0,22.0,21.0,13.0,2.1,0
0.44,30.0,19.0,21.0,15.0,2.3,0
0.45,31.0,17.0,20.0,12.0,3.8,0
0.38,25.0,24.0,17.0,7.0,3.8,0
0.44,29.0,19.0,20.0,8.0,2.4,0
0.45,34.0,15.0,20.0,8.0,5.5,0
0.5,35.0,13.0,20.0,7.0,4.4,0
0.65,37.0,11.0,21.0,6.0,2.9,0
0.67,33.0,17.0,17.0,6.0,3.7,0
0.57,29.0,19.0,13.0,6.0,3.1,0
0.44,23.0,25.0,17.0,7.0,2.2,0
0.49,26.0,22.0,21.0,8.0,2.4,0
0.44,24.0,25.0,16.0,6.0,2.2,0
0.38,22.0,26.0,15.0,4.0,3.2,0
0.32,14.0,35.0,18.0,2.0,2.5,0
0.27,9.3,41.0,16.0,4.0,1.8,0
0.29,9.9,36.0,11.0,8.0,1.5,0
0.27,8.7,38.0,13.0,6.0,1.4,0
0.28,7.5,42.0,13.0,4.0,1.4,0
0.31,12.0,38.0,12.0,4.0,1.4,0
0.48,29.0,22.0,15.0,5.0,1.7,0
0.98,36.0,15.0,18.0,8.0,2.0,0
1.05,39.0,14.0,23.0,10.0,2.0,0
0.9,42.0,12.0,23.0,10.0,2.0,0
0.67,38.0,18.0,22.0,10.0,2.0,0
0.59,32.0,24.0,21.0,7.0,1.9,0
0.52,25.0,31.0,18.0,6.0,1.8,0
0.46,21.0,12.0,22.0,10.0,1.6,0
0.52,28.0,23.0,32.0,15.0,2.0,0
0.58,34.0,17.0,44.0,18.0,2.4,0
0.75,34.0,21.0,48.0,15.0,2.5,0
0.95,41.0,15.0,48.0,14.0,4.3,0
0.79,35.0,18.0,46.0,15.0,6.1,0
0.6,24.0,27.0,40.0,12.0,1.8,0
0.59,23.0,29.0,32.0,10.0,1.8,0
0.55,21.0,31.0,27.0,10.0,1.6,0
0.45,17.0,35.0,28.0,9.0,1.6,0
0.38,13.0,37.0,32.0,10.0,1.0,0
0.34,11.0,38.0,28.0,10.0,1.9,0
0.41,14.0,29.0,24.0,10.0,2.1,0
0.43,16.0,25.0,24.0,10.0,2.7,0
0.44,17.0,21.0,23.0,13.0,3.3,0
0.78,25.0,1.6,29.0,18.0,4.8,0
0.92,23.0,1.5,40.0,20.0,6.8,0
1.02,25.0,3.2,40.0,20.0,7.7,0
0.89,26.0,9.7,40.0,17.0,7.5,0
0.52,18.0,27.0,39.0,14.0,3.5,0
0.38,11.0,46.0,26.0,10.0,2.6,0
0.43,18.0,50.0,31.0,15.0,4.8,0
0.37,11.0,52.0,0.0,0.0,3.0,1
0.34,10.0,54.0,35.0,15.0,3.2,1
0.33,11.0,61.0,38.0,15.0,3.4,1
0.43,17.0,65.0,45.0,18.0,3.8,1
0.49,23.0,55.0,50.0,17.0,4.4,1
0.71,34.0,34.0,53.0,15.0,5.2,1
1.14,44.0,21.0,53.0,20.0,4.5,1
1.36,52.0,9.6,59.0,25.0,4.5,1
1.58,53.0,1.0,75.0,33.0,9.0,1
1.34,47.0,0.8,86.0,38.0,9.2,1
1.34,46.0,0.8,86.0,39.0,8.7,1
1.17,42.0,0.7,83.0,40.0,7.8,1
1.4,39.0,0.9,75.0,35.0,5.9,1
1.83,37.0,1.0,76.0,37.0,6.6,1
1.4,33.0,0.8,86.0,44.0,9.4,1
1.26,30.0,0.7,82.0,46.0,7.2,1
0.93,28.0,0.7,70.0,42.0,6.9,1
1.04,28.0,0.7,68.0,41.0,5.3,1
1.03,33.0,1.3,89.0,48.0,8.7,1
1.31,36.0,3.2,97.0,46.0,6.6,1
1.27,39.0,12.0,90.0,45.0,5.8,1
1.15,39.0,30.0,86.0,51.0,4.7,1
1.14,40.0,52.0,89.0,46.0,4.2,1
0.87,28.0,74.0,95.0,46.0,4.8,1
0.77,23.0,83.0,77.0,46.0,3.7,1
0.47,17.0,62.0,72.0,36.0,3.9,1
0.44,14.0,68.0,73.0,34.0,3.4,1
0.52,19.0,65.0,64.0,35.0,2.9,1
0.58,24.0,56.0,66.0,31.0,2.9,1
0.86,36.0,38.0,73.0,34.0,3.5,1
0.91,38.0,27.0,77.0,39.0,4.3,1
0.85,32.0,30.0,77.0,38.0,3.2,1
1.31,51.0,10.0,82.0,36.0,4.1,1
1.67,58.0,2.2,86.0,43.0,4.7,1
1.95,56.0,1.0,87.0,52.0,4.9,1
1.92,52.0,0.8,90.0,51.0,4.9,1
1.94,46.0,0.9,95.0,49.0,5.4,1
1.41,37.0,0.6,106.0,58.0,6.4,2
1.3,35.0,0.8,110.0,63.0,7.3,2
1.44,38.0,0.7,103.0,57.0,5.5,2
1.49,40.0,0.6,100.0,52.0,4.7,1
1.36,39.0,0.5,95.0,52.0,4.0,1
1.05,30.0,1.5,84.0,51.0,3.0,1
1.05,26.0,3.8,73.0,40.0,2.2,1
0.91,22.0,11.0,59.0,30.0,1.9,1
0.85,23.0,21.0,54.0,30.0,1.7,1
0.84,25.0,41.0,59.0,31.0,2.1,1
0.76,22.0,58.0,59.0,31.0,2.0,1
0.67,20.0,71.0,59.0,36.0,3.0,1
0.62,20.0,75.0,64.0,38.0,4.0,1
0.64,22.0,62.0,71.0,38.0,5.5,1
0.69,25.0,54.0,72.0,36.0,4.5,1
0.61,23.0,46.0,68.0,36.0,3.1,1
0.94,29.0,35.0,67.0,34.0,2.4,1
1.03,37.0,25.0,70.0,35.0,3.0,1
2.0,59.0,5.5,87.0,44.0,3.7,1
1.74,59.0,0.9,98.0,51.0,4.2,1
1.52,54.0,1.2,98.0,52.0,9.0,1
1.21,48.0,1.4,98.0,54.0,7.5,1
0.97,43.0,2.8,94.0,50.0,5.7,1
0.95,43.0,1.5,90.0,47.0,6.0,1
0.73,36.0,4.8,84.0,46.0,5.6,1
0.6,27.0,9.8,73.0,39.0,4.0,1
0.58,28.0,8.0,68.0,38.0,3.5,1
0.69,30.0,3.1,68.0,40.0,3.5,1
0.65,28.0,1.8,68.0,41.0,3.3,1
0.77,23.0,2.1,62.0,36.0,3.1,1
1.34,24.0,1.7,56.0,28.0,3.2,1
1.28,29.0,5.4,55.0,31.0,4.0,1
1.28,38.0,9.8,60.0,36.0,7.9,1
1.2,43.0,23.0,68.0,37.0,7.6,1
1.31,52.0,31.0,78.0,41.0,6.7,1
0.66,28.0,34.0,87.0,45.0,6.6,1
0.63,24.0,67.0,97.0,52.0,4.9,1
0.87,37.0,45.0,101.0,53.0,5.5,2
1.09,48.0,23.0,103.0,57.0,5.3,2
1.44,55.0,11.0,101.0,53.0,5.3,2
2.01,63.0,3.3,103.0,53.0,5.4,2
1.68,53.0,6.7,99.0,54.0,7.6,1
1.64,54.0,0.7,84.0,48.0,23.0,1
1.75,52.0,0.9,73.0,40.0,32.0,1
1.57,49.0,0.7,71.0,36.0,30.0,1
1.6,47.0,0.6,67.0,38.0,19.0,1
1.4,37.0,0.4,70.0,38.0,11.0,1
0.93,30.0,0.4,66.0,35.0,4.8,1
1.02,35.0,0.5,66.0,35.0,5.8,1
0.95,31.0,0.4,70.0,37.0,5.2,1
0.89,29.0,0.5,70.0,40.0,4.4,1
0.74,20.0,0.5,61.0,36.0,2.8,1
0.79,18.0,0.9,50.0,31.0,2.9,0
1.22,23.0,2.2,55.0,34.0,3.5,1
1.5,36.0,7.2,73.0,45.0,4.8,1
1.61,56.0,14.0,108.0,62.0,8.0,2
1.5,61.0,37.0,127.0,77.0,10.0,2
1.03,42.0,68.0,117.0,72.0,8.6,2
0.92,32.0,87.0,100.0,60.0,5.6,1
0.7,29.0,65.0,95.0,55.0,5.3,1
0.56,22.0,79.0,89.0,49.0,5.4,1
0.63,31.0,59.0,92.0,47.0,7.0,1
0.58,31.0,39.0,97.0,51.0,6.7,1
0.66,30.0,31.0,95.0,50.0,4.7,1
0.87,36.0,19.0,100.0,49.0,4.4,1
1.77,58.0,4.1,106.0,52.0,5.4,2
1.47,51.0,1.5,105.0,53.0,5.0,2
0.82,32.0,5.6,100.0,43.0,4.5,1
0.98,34.0,2.4,97.0,39.0,4.1,1
0.94,34.0,2.0,94.0,44.0,6.7,1
1.31,37.0,0.3,95.0,45.0,5.2,1
1.31,35.0,0.3,95.0,43.0,3.6,1
1.01,28.0,0.2,90.0,37.0,4.7,1
0.9,26.0,0.3,84.0,35.0,5.6,1
0.88,26.0,0.4,77.0,32.0,3.7,1
0.83,24.0,0.6,70.0,31.0,4.8,1
0.69,23.0,1.6,75.0,32.0,4.6,1
1.21,26.0,2.8,78.0,31.0,5.1,1
1.01,26.0,8.5,73.0,31.0,4.3,1
0.88,23.0,23.0,62.0,32.0,2.7,1
0.98,35.0,37.0,61.0,33.0,2.2,1
0.82,29.0,60.0,65.0,36.0,2.6,1
0.54,20.0,58.0,70.0,32.0,4.0,1
0.39,17.0,56.0,79.0,28.0,4.4,1
0.38,19.0,57.0,82.0,29.0,4.9,1
0.4,19.0,60.0,82.0,28.0,4.9,1
0.35,19.0,46.0,81.0,24.0,4.2,1
0.41,20.0,31.0,79.0,22.0,4.4,1
0.5,21.0,29.0,70.0,24.0,4.1,1
0.45,17.0,31.0,65.0,23.0,3.8,1
0.42,20.0,21.0,65.0,21.0,5.6,1
0.5,24.0,14.0,61.0,19.0,5.5,1
0.56,26.0,8.9,66.0,21.0,5.9,1
0.47,25.0,8.1,75.0,24.0,5.2,1
0.42,21.0,9.1,70.0,18.0,4.8,1
0.36,20.0,11.0,60.0,21.0,3.9,1
0.32,17.0,11.0,62.0,25.0,3.2,1
0.35,15.0,13.0,65.0,25.0,2.4,1
0.43,18.0,8.9,67.0,25.0,2.8,1
0.47,19.0,2.8,60.0,25.0,2.4,1
0.62,22.0,2.3,56.0,23.0,3.0,1
1.06,26.0,4.3,65.0,27.0,3.9,1
1.48,38.0,9.0,68.0,35.0,5.7,1
1.2,41.0,20.0,68.0,33.0,3.7,1
1.12,43.0,50.0,70.0,34.0,3.4,1
0.7,36.0,45.0,83.0,35.0,5.8,1
0.35,15.0,41.0,87.0,31.0,4.2,1
0.31,14.0,47.0,72.0,27.0,3.0,1
0.49,23.0,44.0,71.0,28.0,4.4,1
0.56,28.0,43.0,78.0,34.0,5.1,1
0.55,30.0,41.0,72.0,33.0,6.6,1
0.57,33.0,17.0,71.0,34.0,10.0,1
0.78,35.0,11.0,83.0,35.0,5.5,1
0.82,36.0,9.0,88.0,33.0,5.6,1
0.64,30.0,14.0,83.0,28.0,4.0,1
0.66,31.0,12.0,78.0,24.0,4.8,1
0.59,27.0,18.0,68.0,23.0,6.4,1
0.5,19.0,30.0,66.0,23.0,3.6,1
0.49,17.0,33.0,73.0,26.0,4.6,1
0.45,14.0,35.0,72.0,28.0,2.5,1
0.41,12.0,38.0,72.0,24.0,2.2,1
0.38,11.0,37.0,75.0,25.0,1.8,1
0.42,10.0,36.0,71.0,27.0,1.5,1
0.44,13.0,35.0,66.0,26.0,2.1,1
0.52,19.0,32.0,61.0,29.0,2.3,1
0.85,26.0,27.0,55.0,31.0,4.7,1
0.89,25.0,30.0,55.0,27.0,3.6,1
0.78,24.0,31.0,57.0,27.0,2.4,1
0.76,25.0,33.0,57.0,28.0,2.3,1
0.67,22.0,46.0,60.0,28.0,2.3,1
0.61,20.0,60.0,65.0,28.0,3.7,1
0.53,17.0,57.0,71.0,34.0,2.8,1
0.49,17.0,48.0,76.0,40.0,2.2,1
0.52,19.0,39.0,78.0,43.0,2.3,1
0.59,24.0,31.0,88.0,45.0,2.5,1
0.75,28.0,26.0,95.0,43.0,2.8,1
0.92,33.0,19.0,103.0,49.0,4.5,2
0.95,37.0,11.0,119.0,58.0,5.5,2
0.94,40.0,5.4,125.0,63.0,5.9,2
1.04,43.0,1.2,133.0,62.0,7.2,2
1.17,42.0,1.4,141.0,56.0,6.6,2
0.55,22.0,25.0,109.0,46.0,5.3,2
0.47,12.0,38.0,76.0,30.0,2.5,1
0.47,13.0,34.0,72.0,24.0,3.0,1
0.44,12.0,31.0,62.0,25.0,2.8,1
0.39,8.0,37.0,53.0,27.0,2.4,1
0.32,5.8,45.0,49.0,25.0,2.0,0
0.42,11.0,36.0,44.0,14.0,2.2,0
0.48,15.0,32.0,37.0,11.0,2.4,0
0.51,22.0,27.0,31.0,17.0,9.9,0
0.55,25.0,26.0,27.0,18.0,13.0,0
0.58,25.0,26.0,43.0,16.0,13.0,0
0.63,22.0,29.0,43.0,17.0,2.8,0
0.59,22.0,31.0,65.0,16.0,2.7,1
0.57,20.0,34.0,42.0,11.0,3.0,0
0.61,21.0,33.0,26.0,7.0,2.5,0
0.54,18.0,36.0,59.0,7.0,2.3,1
0.53,20.0,36.0,62.0,10.0,2.6,1
0.53,19.0,37.0,38.0,11.0,2.2,0
0.58,19.0,36.0,22.0,11.0,2.6,0
0.69,23.0,31.0,13.0,10.0,3.0,0
0.71,25.0,29.0,16.0,5.0,2.2,0
0.67,21.0,32.0,15.0,6.0,2.0,0
0.6,19.0,38.0,13.0,10.0,2.1,0
0.61,17.0,43.0,21.0,12.0,2.0,0
0.6,17.0,44.0,33.0,20.0,3.8,0
0.53,12.0,48.0,39.0,22.0,4.6,0
0.51,9.7,49.0,43.0,20.0,1.3,0
0.46,7.0,53.0,42.0,15.0,1.1,1
0.43,7.5,55.0,42.0,16.0,1.0,1
0.3,6.6,53.0,45.0,23.0,0.9,1
0.27,7.7,51.0,51.0,20.0,1.1,1
0.35,10.0,60.0,66.0,25.0,1.7,1
0.51,16.0,61.0,83.0,36.0,3.2,1
0.61,18.0,58.0,100.0,44.0,3.6,1
0.62,21.0,56.0,105.0,50.0,3.4,2
0.59,20.0,57.0,106.0,55.0,4.5,2
0.57,19.0,58.0,110.0,52.0,4.7,2
0.51,16.0,61.0,108.0,43.0,5.6,2
0.49,17.0,60.0,105.0,42.0,5.2,2
0.44,16.0,65.0,100.0,42.0,4.8,1
0.46,19.0,63.0,99.0,41.0,3.9,1
0.46,18.0,58.0,100.0,38.0,2.8,1
0.55,20.0,57.0,95.0,36.0,2.5,1
0.61,22.0,56.0,93.0,41.0,2.5,1
0.58,19.0,58.0,101.0,44.0,2.5,2
0.56,19.0,57.0,108.0,45.0,2.2,2
0.59,18.0,62.0,109.0,49.0,2.9,2
0.59,17.0,64.0,119.0,49.0,2.9,2
0.48,12.0,69.0,127.0,42.0,2.7,2
0.39,8.1,72.0,128.0,36.0,2.1,2
0.32,5.3,72.0,120.0,32.0,2.2,2
0.3,5.0,71.0,112.0,31.0,2.1,2
0.32,5.8,71.0,111.0,28.0,2.2,2
0.35,5.9,73.0,114.0,28.0,2.5,2
0.38,8.1,71.0,120.0,33.0,2.7,2
0.47,15.0,62.0,121.0,35.0,2.5,2
0.64,22.0,52.0,103.0,29.0,1.9,2
0.73,28.0,44.0,79.0,24.0,1.8,1
0.58,27.0,43.0,66.0,22.0,2.8,1
0.52,27.0,40.0,59.0,20.0,2.0,1
0.51,27.0,38.0,46.0,19.0,1.5,0
0.52,23.0,40.0,35.0,15.0,1.6,0
0.47,22.0,36.0,26.0,14.0,1.4,0
0.48,28.0,27.0,22.0,12.0,1.5,0
0.53,30.0,28.0,27.0,13.0,1.4,0
0.95,47.0,11.0,27.0,12.0,1.9,0
0.92,41.0,17.0,21.0,13.0,1.7,0
0.88,40.0,18.0,18.0,16.0,1.8,0
0.5,27.0,30.0,18.0,14.0,2.3,0
0.52,26.0,32.0,22.0,9.0,2.0,0
0.52,25.0,32.0,23.0,11.0,2.4,0
0.58,27.0,26.0,22.0,13.0,1.7,0
0.31,11.0,46.0,21.0,11.0,1.4,0
0.25,6.6,53.0,21.0,10.0,1.4,1
0.24,6.8,53.0,22.0,9.0,1.7,1
0.23,9.1,52.0,20.0,9.0,1.8,1
0.21,8.9,52.0,17.0,7.0,1.3,1
0.22,8.8,51.0,16.0,7.0,1.2,1
0.28,17.0,41.0,15.0,11.0,1.5,0
0.49,23.0,35.0,27.0,12.0,3.1,0
0.56,26.0,32.0,43.0,15.0,2.5,0
0.44,25.0,32.0,48.0,18.0,3.8,0
0.39,22.0,34.0,48.0,13.0,3.6,0
0.35,20.0,36.0,45.0,12.0,4.0,0
0.35,16.0,41.0,42.0,14.0,3.7,0
0.35,15.0,42.0,42.0,12.0,1.7,0
0.37,18.0,38.0,40.0,11.0,1.5,0
0.37,18.0,39.0,38.0,10.0,1.6,0
0.4,19.0,38.0,39.0,12.0,1.5,0
0.51,22.0,34.0,38.0,13.0,1.6,0
0.52,23.0,32.0,38.0,15.0,1.8,0
0.45,19.0,37.0,40.0,16.0,1.6,0
0.41,17.0,41.0,42.0,14.0,1.7,0
0.41,16.0,45.0,40.0,15.0,1.7,0
0.38,15.0,44.0,37.0,15.0,1.6,0
0.3,10.0,45.0,32.0,14.0,1.3,0
0.25,6.3,48.0,31.0,10.0,1.3,0
0.21,4.4,50.0,28.0,10.0,1.9,0
0.21,4.6,51.0,26.0,12.0,1.9,1
0.2,4.1,53.0,27.0,11.0,2.1,1
0.2,3.9,52.0,22.0,10.0,2.0,1
0.22,6.8,48.0,22.0,11.0,2.0,0
0.29,15.0,40.0,27.0,15.0,2.3,0
0.54,25.0,29.0,28.0,15.0,3.2,0
0.6,29.0,26.0,28.0,14.0,4.0,0
0.43,25.0,30.0,22.0,13.0,2.5,0
0.38,25.0,30.0,18.0,10.0,2.2,0
0.4,28.0,29.0,29.0,12.0,2.1,0
0.41,24.0,31.0,29.0,14.0,2.2,0
0.44,28.0,28.0,35.0,14.0,2.1,0
0.49,31.0,25.0,42.0,15.0,2.1,0
0.46,31.0,24.0,53.0,14.0,2.2,1
0.44,29.0,26.0,49.0,13.0,2.1,0
0.75,40.0,16.0,27.0,13.0,2.4,0
0.59,30.0,26.0,22.0,13.0,2.2,0
0.42,23.0,29.0,15.0,10.0,3.6,0
0.38,24.0,28.0,17.0,7.0,3.7,0
0.48,28.0,24.0,15.0,4.0,2.3,0
0.4,22.0,31.0,9.0,5.0,2.2,0
0.31,15.0,38.0,16.0,8.0,2.4,0
0.26,12.0,41.0,20.0,8.0,2.6,0
0.25,11.0,39.0,16.0,6.0,1.6,0
0.22,7.0,44.0,18.0,5.0,1.5,0
0.22,6.2,43.0,21.0,8.0,1.4,0
0.21,5.6,45.0,20.0,7.0,1.4,0
0.23,7.7,43.0,20.0,7.0,1.6,0
0.33,15.0,34.0,21.0,9.0,2.0,0
0.63,25.0,25.0,22.0,8.0,2.0,0
0.81,32.0,19.0,26.0,11.0,2.1,0
0.7,34.0,17.0,28.0,15.0,2.2,0
0.7,36.0,15.0,26.0,13.0,2.1,0
0.67,35.0,16.0,27.0,13.0,2.2,0
0.72,36.0,14.0,24.0,15.0,2.1,0
0.82,37.0,13.0,20.0,15.0,2.1,0
0.83,40.0,11.0,18.0,13.0,2.2,0
1.11,48.0,3.8,21.0,15.0,2.6,0
0.93,43.0,4.8,23.0,16.0,2.5,0
1.17,45.0,4.1,23.0,12.0,2.3,0
1.9,49.0,1.4,27.0,14.0,2.8,0
2.0,50.0,1.0,32.0,18.0,3.2,0
1.74,49.0,0.8,33.0,20.0,3.0,0
1.79,47.0,1.0,43.0,25.0,4.1,0
2.17,46.0,0.9,46.0,29.0,4.5,0
2.45,46.0,0.9,46.0,30.0,5.1,0
2.03,43.0,0.7,49.0,31.0,4.6,0
1.23,35.0,0.5,45.0,28.0,3.2,0
1.08,35.0,0.7,46.0,25.0,4.4,0
0.99,33.0,0.5,46.0,27.0,3.6,0
0.97,32.0,0.5,40.0,25.0,3.4,0
1.07,32.0,0.7,37.0,22.0,3.6,0
0.74,34.0,2.7,34.0,21.0,3.2,0
1.21,37.0,1.9,33.0,18.0,3.2,0
1.04,35.0,7.6,28.0,18.0,3.5,0
0.57,25.0,17.0,22.0,15.0,1.9,0
0.52,25.0,20.0,22.0,15.0,2.0,0
0.41,19.0,29.0,22.0,14.0,1.8,0
0.37,13.0,39.0,17.0,11.0,1.4,0
0.31,9.6,47.0,18.0,10.0,1.2,0
0.35,14.0,44.0,22.0,10.0,1.4,0
0.38,15.0,43.0,24.0,12.0,1.6,0
0.45,17.0,40.0,21.0,12.0,1.5,0
0.47,20.0,36.0,18.0,14.0,1.8,0
0.92,38.0,17.0,27.0,13.0,2.5,0
1.09,44.0,13.0,33.0,13.0,1.9,0
1.32,47.0,8.0,29.0,14.0,1.8,0
1.16,45.0,7.4,26.0,10.0,1.6,0
0.91,37.0,16.0,23.0,11.0,1.6,0
0.75,32.0,20.0,23.0,13.0,1.6,0
0.6,25.0,22.0,24.0,10.0,2.4,0
0.52,20.0,23.0,26.0,9.0,1.8,0
0.5,19.0,20.0,29.0,14.0,1.9,0
0.48,17.0,21.0,33.0,18.0,2.1,0
0.39,15.0,25.0,31.0,16.0,2.2,0
0.58,25.0,11.0,23.0,13.0,1.9,0
0.69,30.0,8.9,29.0,15.0,2.4,0
0.62,23.0,20.0,32.0,14.0,2.6,0
0.53,19.0,32.0,28.0,11.0,2.1,0
0.37,12.0,43.0,33.0,15.0,1.6,0
0.4,13.0,48.0,38.0,16.0,2.1,0
0.52,17.0,53.0,40.0,19.0,2.6,1
0.5,15.0,61.0,37.0,20.0,2.3,1
0.53,17.0,61.0,34.0,20.0,2.3,1
0.51,19.0,56.0,38.0,20.0,2.1,1
0.51,22.0,49.0,38.0,18.0,2.0,0
0.57,26.0,39.0,37.0,18.0,2.2,0
0.69,36.0,26.0,37.0,15.0,10.0,0
0.8,42.0,18.0,38.0,13.0,12.0,0
0.87,46.0,12.0,33.0,15.0,8.2,0
0.93,44.0,9.9,33.0,17.0,4.8,0
0.83,37.0,16.0,34.0,16.0,2.1,0
1.02,43.0,9.6,34.0,15.0,2.3,0
0.73,29.0,14.0,34.0,15.0,1.8,0
0.66,28.0,16.0,32.0,15.0,1.9,0
0.47,18.0,23.0,31.0,14.0,1.7,0
0.42,15.0,15.0,28.0,14.0,1.4,0
0.41,14.0,16.0,27.0,15.0,1.6,0
0.39,13.0,15.0,29.0,18.0,1.6,0
0.41,15.0,13.0,28.0,20.0,1.6,0
0.51,17.0,11.0,27.0,15.0,1.5,0
0.62,19.0,14.0,28.0,13.0,1.5,0
0.78,24.0,21.0,35.0,14.0,2.3,0
0.84,30.0,31.0,43.0,17.0,5.3,0
0.58,20.0,39.0,40.0,15.0,5.3,0
0.53,19.0,42.0,32.0,14.0,8.5,0
0.46,16.0,53.0,29.0,15.0,8.7,1
0.47,14.0,62.0,29.0,15.0,4.5,1
0.53,18.0,56.0,32.0,16.0,3.3,1
0.53,20.0,49.0,37.0,16.0,4.8,0
0.54,21.0,43.0,40.0,16.0,6.8,0
0.75,31.0,31.0,38.0,20.0,5.7,0
0.81,28.0,30.0,35.0,22.0,1.8,0
0.76,27.0,28.0,39.0,24.0,1.5,0
0.91,36.0,20.0,39.0,22.0,1.6,0
0.76,31.0,25.0,37.0,19.0,1.5,0
0.76,29.0,27.0,33.0,17.0,1.5,0
0.7,26.0,26.0,39.0,18.0,1.4,0
0.76,29.0,15.0,42.0,18.0,1.6,0
0.76,31.0,2.3,44.0,23.0,4.0,0
0.61,25.0,5.0,45.0,27.0,4.1,0
0.6,29.0,2.0,44.0,27.0,5.6,0
0.57,28.0,3.6,50.0,28.0,5.2,0
0.66,29.0,1.1,49.0,30.0,5.6,0
0.76,29.0,2.0,48.0,31.0,6.5,0
0.96,31.0,3.3,51.0,35.0,7.8,1
1.51,39.0,6.2,59.0,38.0,7.9,1
1.41,44.0,15.0,62.0,33.0,4.7,1
1.22,44.0,42.0,61.0,33.0,4.1,1
0.91,29.0,78.0,64.0,38.0,6.6,1
0.74,23.0,84.0,70.0,36.0,7.2,1
0.6,18.0,89.0,71.0,32.0,4.9,1
0.88,36.0,85.0,76.0,36.0,5.7,1
0.86,34.0,92.0,82.0,42.0,5.6,1
1.0,44.0,62.0,82.0,43.0,6.5,1
1.16,48.0,29.0,75.0,38.0,4.3,1
1.85,57.0,8.8,64.0,37.0,3.8,1
2.75,63.0,1.6,68.0,41.0,4.8,1
2.2,56.0,3.1,78.0,43.0,4.8,1
1.33,45.0,5.8,70.0,39.0,3.0,1
1.39,43.0,3.6,54.0,31.0,2.6,1
1.29,37.0,5.9,50.0,33.0,3.6,0
0.87,30.0,8.8,48.0,33.0,2.1,0
0.77,25.0,9.9,45.0,27.0,3.8,0
1.05,35.0,0.7,57.0,34.0,7.0,1
0.78,27.0,2.1,65.0,36.0,6.8,1
0.75,26.0,4.8,61.0,31.0,4.8,1
0.95,31.0,1.1,59.0,29.0,5.1,1
1.11,29.0,1.9,62.0,35.0,6.1,1
1.56,41.0,5.5,75.0,42.0,8.5,1
1.94,58.0,22.0,76.0,46.0,6.3,1
1.72,64.0,47.0,76.0,42.0,4.7,1
0.91,31.0,68.0,72.0,33.0,3.6,1
0.7,22.0,84.0,64.0,29.0,5.4,1
0.66,24.0,72.0,66.0,33.0,6.5,1
0.52,20.0,54.0,62.0,30.0,4.7,1
0.33,13.0,39.0,53.0,24.0,3.5,1
0.33,15.0,39.0,45.0,20.0,3.6,0
0.42,16.0,47.0,54.0,19.0,3.8,1
0.53,20.0,43.0,62.0,25.0,4.5,1
0.72,26.0,33.0,68.0,29.0,5.9,1
0.85,34.0,23.0,73.0,34.0,5.9,1
1.13,48.0,8.3,70.0,36.0,7.3,1
1.5,54.0,1.5,70.0,39.0,7.7,1
1.41,43.0,1.6,67.0,40.0,7.3,1
0.89,30.0,4.3,62.0,37.0,4.2,1
1.0,37.0,1.2,60.0,35.0,3.3,1
0.91,34.0,0.7,61.0,32.0,4.0,1
0.69,29.0,1.2,61.0,34.0,4.8,1
0.59,22.0,2.1,60.0,33.0,4.0,1
0.64,22.0,1.8,57.0,33.0,3.7,1
0.75,24.0,0.6,61.0,34.0,5.9,1
1.02,25.0,1.0,67.0,34.0,6.2,1
1.47,24.0,2.7,60.0,31.0,3.9,1
1.36,30.0,8.4,49.0,26.0,3.2,0
1.1,34.0,28.0,48.0,26.0,2.8,0
0.7,33.0,23.0,72.0,25.0,4.1,1
0.85,40.0,13.0,71.0,26.0,4.1,1
1.66,54.0,2.9,73.0,28.0,4.2,1
2.06,65.0,1.6,78.0,31.0,7.9,1
1.98,63.0,1.1,84.0,38.0,6.6,1
1.93,60.0,3.0,77.0,41.0,4.5,1
1.88,49.0,0.4,77.0,40.0,7.7,1
1.34,38.0,0.4,87.0,42.0,11.0,1
0.92,34.0,0.2,81.0,36.0,9.4,1
0.56,29.0,0.6,68.0,31.0,5.3,1
0.58,26.0,5.1,61.0,32.0,3.1,1
0.43,14.0,11.0,50.0,26.0,2.3,0
0.43,16.0,9.5,38.0,24.0,1.9,0
0.48,18.0,6.4,40.0,22.0,2.3,0
0.54,19.0,7.4,38.0,16.0,2.4,0
0.91,27.0,6.6,57.0,25.0,7.5,1
1.29,37.0,18.0,82.0,39.0,5.3,1
1.31,40.0,48.0,88.0,44.0,3.9,1
1.14,37.0,77.0,82.0,46.0,3.8,1
0.5,22.0,102.0,81.0,35.0,4.9,2
0.56,19.0,86.0,75.0,31.0,4.3,1
0.48,20.0,57.0,81.0,30.0,4.4,1
0.58,25.0,46.0,81.0,28.0,3.9,1
0.67,30.0,33.0,75.0,25.0,4.7,1
0.95,42.0,19.0,67.0,25.0,9.9,1
1.11,46.0,10.0,62.0,28.0,14.0,1
0.82,33.0,6.0,60.0,25.0,8.0,1
0.62,26.0,3.7,60.0,25.0,4.4,1
0.58,25.0,2.5,62.0,25.0,5.8,1
0.71,26.0,0.5,62.0,23.0,6.7,1
0.71,26.0,0.4,65.0,24.0,11.0,1
0.85,26.0,0.5,72.0,23.0,9.2,1
0.89,24.0,0.4,61.0,19.0,3.7,1
